sender,message,conversation_history,receiver
3,"Ik noemde het conflict in het Midden-Oosten net al een soort contrastvloeistof; het heeft een aantal extremen die er al waren, blootgelegd, waarin we erg tegenover elkaar zijn gaan staan. Ik kan de polarisatie in Nederland niet in mijn eentje oplossen, ook niet op dit onderwerp. Maar wat ik wel kan doen, is de dialoog bevorderen om ervoor te zorgen dat we elkaar in het midden meer gaan vinden. Dus daar zult u in die brief ook een heleboel over zien: over dialoog en over onderwijs waarin we meer bewustzijn voor elkaar hebben over en weer. Uiteindelijk moeten we dit in de samenleving doen. We kunnen dat niet alleen maar afdwingen met repressie.","Sender: voorzitter, message: Nieuw Sociaal Contract, neem mij niet kwalijk. Ik was even ..., Sender: Six Dijkstra, message: Het is natuurlijk schandalig, pijnlijk en ronduit onacceptabel dat Joodse Nederlanders zich niet langer veilig voelen in hun eigen land en het idee hebben dat ze hun identiteit moeten verbergen. Ik ben ook blij dat de minister zich daar zo duidelijk over uitspreekt. Ik zie ook uit naar de brief, maar ik ben wel benieuwd. Het is een terugkerend thema en we willen hier over een paar maanden niet nogmaals staan met exact hetzelfde vragenrondje, dus ik ben wel benieuwd naar het volgende. Waar ziet de minister het belangrijkste punt? Waar moet de grootste verandering plaatsvinden om ervoor te zorgen dat antisemitisme niet langer zo woekert in de samenleving?",9
10,"Van onze Joodse Nederlanders blijf je af. Antisemitisme is in elke vorm onacceptabel. Ik wil de minister danken voor zijn heldere stellingname en kijk uit naar zijn inzet om antisemitisme in de breedste zin te bestrijden, niet alleen in de extreme gevallen, maar juist ook bij de zwijgende meerderheid die toekijkt en het laat gebeuren. Dus dank voor die heldere uitspraak in dit vragenuur. Maar de minister geeft ook heel duidelijk aan: polarisatie helpt niet. Het importeren van het conflict uit het Midden-Oosten naar Nederland helpt ons niet. Dan ben ik wel erg benieuwd naar de kijk van de minister op polariserende uitspraken van politici in de afgelopen dagen over dat de NS antisemitisch zou zijn. Of het dieptepunt van vandaag, de leider van de grootste partij die gewoon zegt ""de burgemeester van de grootste stad van het land moeten we het land uitzetten"", terwijl die burgemeester heel hard aan het werk is om het recht op demonstratie voor iedereen in goede banen te leiden en om ervoor te zorgen dat er een waardige herdenking van Joodse Nederlanders kan plaatsvinden. Dus welke streep in het zand trekt het kabinet tegen die polariserende uitspraken van de leider van de grootste partij?","Sender: Six Dijkstra, message: Het is natuurlijk schandalig, pijnlijk en ronduit onacceptabel dat Joodse Nederlanders zich niet langer veilig voelen in hun eigen land en het idee hebben dat ze hun identiteit moeten verbergen. Ik ben ook blij dat de minister zich daar zo duidelijk over uitspreekt. Ik zie ook uit naar de brief, maar ik ben wel benieuwd. Het is een terugkerend thema en we willen hier over een paar maanden niet nogmaals staan met exact hetzelfde vragenrondje, dus ik ben wel benieuwd naar het volgende. Waar ziet de minister het belangrijkste punt? Waar moet de grootste verandering plaatsvinden om ervoor te zorgen dat antisemitisme niet langer zo woekert in de samenleving?, Sender: Van Weel, message: Ik noemde het conflict in het Midden-Oosten net al een soort contrastvloeistof; het heeft een aantal extremen die er al waren, blootgelegd, waarin we erg tegenover elkaar zijn gaan staan. Ik kan de polarisatie in Nederland niet in mijn eentje oplossen, ook niet op dit onderwerp. Maar wat ik wel kan doen, is de dialoog bevorderen om ervoor te zorgen dat we elkaar in het midden meer gaan vinden. Dus daar zult u in die brief ook een heleboel over zien: over dialoog en over onderwijs waarin we meer bewustzijn voor elkaar hebben over en weer. Uiteindelijk moeten we dit in de samenleving doen. We kunnen dat niet alleen maar afdwingen met repressie.",3
3,"Polariseren helpt niet; ik zei dat al. Dat is nou juist wat dit probleem alleen maar groter maakt. Onze burgemeesters worstelen daarmee, overigens niet alleen op dit thema. Ik zei dat eerder. Het geldt ook voor andere demonstraties, waarbij je ziet dat mensen heftig tegenover elkaar komen te staan. Ik sluit mij volledig aan bij de mening van de burgemeester van Den Haag, die heeft gezegd: laten we niet het conflict uit het Midden-Oosten importeren, maar vrede exporteren. Dat begint toch echt ook door hier in Den Haag die polarisatie niet op te zoeken.","Sender: Van Weel, message: Ik noemde het conflict in het Midden-Oosten net al een soort contrastvloeistof; het heeft een aantal extremen die er al waren, blootgelegd, waarin we erg tegenover elkaar zijn gaan staan. Ik kan de polarisatie in Nederland niet in mijn eentje oplossen, ook niet op dit onderwerp. Maar wat ik wel kan doen, is de dialoog bevorderen om ervoor te zorgen dat we elkaar in het midden meer gaan vinden. Dus daar zult u in die brief ook een heleboel over zien: over dialoog en over onderwijs waarin we meer bewustzijn voor elkaar hebben over en weer. Uiteindelijk moeten we dit in de samenleving doen. We kunnen dat niet alleen maar afdwingen met repressie., Sender: Jetten, message: Van onze Joodse Nederlanders blijf je af. Antisemitisme is in elke vorm onacceptabel. Ik wil de minister danken voor zijn heldere stellingname en kijk uit naar zijn inzet om antisemitisme in de breedste zin te bestrijden, niet alleen in de extreme gevallen, maar juist ook bij de zwijgende meerderheid die toekijkt en het laat gebeuren. Dus dank voor die heldere uitspraak in dit vragenuur. Maar de minister geeft ook heel duidelijk aan: polarisatie helpt niet. Het importeren van het conflict uit het Midden-Oosten naar Nederland helpt ons niet. Dan ben ik wel erg benieuwd naar de kijk van de minister op polariserende uitspraken van politici in de afgelopen dagen over dat de NS antisemitisch zou zijn. Of het dieptepunt van vandaag, de leider van de grootste partij die gewoon zegt ""de burgemeester van de grootste stad van het land moeten we het land uitzetten"", terwijl die burgemeester heel hard aan het werk is om het recht op demonstratie voor iedereen in goede banen te leiden en om ervoor te zorgen dat er een waardige herdenking van Joodse Nederlanders kan plaatsvinden. Dus welke streep in het zand trekt het kabinet tegen die polariserende uitspraken van de leider van de grootste partij?",10
1,"Mevrouw Tseggai, GroenLinks-Partij van de Arbeid.","Sender: Jetten, message: Van onze Joodse Nederlanders blijf je af. Antisemitisme is in elke vorm onacceptabel. Ik wil de minister danken voor zijn heldere stellingname en kijk uit naar zijn inzet om antisemitisme in de breedste zin te bestrijden, niet alleen in de extreme gevallen, maar juist ook bij de zwijgende meerderheid die toekijkt en het laat gebeuren. Dus dank voor die heldere uitspraak in dit vragenuur. Maar de minister geeft ook heel duidelijk aan: polarisatie helpt niet. Het importeren van het conflict uit het Midden-Oosten naar Nederland helpt ons niet. Dan ben ik wel erg benieuwd naar de kijk van de minister op polariserende uitspraken van politici in de afgelopen dagen over dat de NS antisemitisch zou zijn. Of het dieptepunt van vandaag, de leider van de grootste partij die gewoon zegt ""de burgemeester van de grootste stad van het land moeten we het land uitzetten"", terwijl die burgemeester heel hard aan het werk is om het recht op demonstratie voor iedereen in goede banen te leiden en om ervoor te zorgen dat er een waardige herdenking van Joodse Nederlanders kan plaatsvinden. Dus welke streep in het zand trekt het kabinet tegen die polariserende uitspraken van de leider van de grootste partij?, Sender: Van Weel, message: Polariseren helpt niet; ik zei dat al. Dat is nou juist wat dit probleem alleen maar groter maakt. Onze burgemeesters worstelen daarmee, overigens niet alleen op dit thema. Ik zei dat eerder. Het geldt ook voor andere demonstraties, waarbij je ziet dat mensen heftig tegenover elkaar komen te staan. Ik sluit mij volledig aan bij de mening van de burgemeester van Den Haag, die heeft gezegd: laten we niet het conflict uit het Midden-Oosten importeren, maar vrede exporteren. Dat begint toch echt ook door hier in Den Haag die polarisatie niet op te zoeken.",11
11,"Ik wil de minister bedanken voor zijn, volgens mij, goede woorden over het aanpakken van antisemitisme, maar ik wil even terug naar de slachtoffers van antisemitisme. Ik werd getriggerd doordat de minister zei: discriminatiezaken hebben voorrang bij politie en het OM. Maar wat ik juist vaak hoor, zeker ook van slachtoffers van antisemitisme, maar ook van slachtoffers van andere vormen van discriminatie, is dat zij eigenlijk als het ware blijven hangen bij het gemeentelijk meldpunt antidiscriminatie en dat aangiftes vaak niet eens bij de politie komen. Hoe kijkt de minister hiernaar? Volgens mij is dat heel zorgelijk. Zou de minister dit aspect kunnen meenemen in zijn aanpak van antisemitisme?","Sender: Van Weel, message: Polariseren helpt niet; ik zei dat al. Dat is nou juist wat dit probleem alleen maar groter maakt. Onze burgemeesters worstelen daarmee, overigens niet alleen op dit thema. Ik zei dat eerder. Het geldt ook voor andere demonstraties, waarbij je ziet dat mensen heftig tegenover elkaar komen te staan. Ik sluit mij volledig aan bij de mening van de burgemeester van Den Haag, die heeft gezegd: laten we niet het conflict uit het Midden-Oosten importeren, maar vrede exporteren. Dat begint toch echt ook door hier in Den Haag die polarisatie niet op te zoeken., Sender: voorzitter, message: Mevrouw Tseggai, GroenLinks-Partij van de Arbeid.",3
3,"Zeker. Zoals ik het heb gezegd, is in mijn beleving de werkelijkheid. Dus die voorrang, die prioriteit wordt eraan gegeven, zowel door politie als door OM. Zoals ik al zei, geldt er ook een strafverzwaring voor dit soort vergrijpen. In die zin heeft het dus de volle aandacht. Ik zal in de brief maar ook in de kabinetsbrede aanpak van discriminatie ervoor zorgen dat deze aspecten, en dus de aangifteafhandeling, want het gaat uiteindelijk om de correcte aangifteafhandeling, worden meegenomen.","Sender: voorzitter, message: Mevrouw Tseggai, GroenLinks-Partij van de Arbeid., Sender: Tseggai, message: Ik wil de minister bedanken voor zijn, volgens mij, goede woorden over het aanpakken van antisemitisme, maar ik wil even terug naar de slachtoffers van antisemitisme. Ik werd getriggerd doordat de minister zei: discriminatiezaken hebben voorrang bij politie en het OM. Maar wat ik juist vaak hoor, zeker ook van slachtoffers van antisemitisme, maar ook van slachtoffers van andere vormen van discriminatie, is dat zij eigenlijk als het ware blijven hangen bij het gemeentelijk meldpunt antidiscriminatie en dat aangiftes vaak niet eens bij de politie komen. Hoe kijkt de minister hiernaar? Volgens mij is dat heel zorgelijk. Zou de minister dit aspect kunnen meenemen in zijn aanpak van antisemitisme?",11
12,"We maken ons ernstig zorgen over het groeiende antisemitisme in Nederland en in Europa. Wat we gisteren hebben gezien, dat er vlaggen worden afgepakt van vreedzame demonstranten, dat er wordt geflyerd met Hamasgoedkeuringen, is verwerpelijk. Het is heel goed dat de minister zegt dat er een brede aanpak moet komen van Jodenhaat in Nederland. Dat is goed nieuws; het is goed dat hij daarop inzet. Ik heb een vraag over het groeiende antisemitisme als een bredere ontwikkeling in Europa. We zien bijvoorbeeld in Oostenrijk en Hongarije voorbeelden van ook radicaal-rechts antisemitisme. Mijn vraag is welke mogelijkheden de minister ziet in Europa om daar harder tegen op te treden.","Sender: Tseggai, message: Ik wil de minister bedanken voor zijn, volgens mij, goede woorden over het aanpakken van antisemitisme, maar ik wil even terug naar de slachtoffers van antisemitisme. Ik werd getriggerd doordat de minister zei: discriminatiezaken hebben voorrang bij politie en het OM. Maar wat ik juist vaak hoor, zeker ook van slachtoffers van antisemitisme, maar ook van slachtoffers van andere vormen van discriminatie, is dat zij eigenlijk als het ware blijven hangen bij het gemeentelijk meldpunt antidiscriminatie en dat aangiftes vaak niet eens bij de politie komen. Hoe kijkt de minister hiernaar? Volgens mij is dat heel zorgelijk. Zou de minister dit aspect kunnen meenemen in zijn aanpak van antisemitisme?, Sender: Van Weel, message: Zeker. Zoals ik het heb gezegd, is in mijn beleving de werkelijkheid. Dus die voorrang, die prioriteit wordt eraan gegeven, zowel door politie als door OM. Zoals ik al zei, geldt er ook een strafverzwaring voor dit soort vergrijpen. In die zin heeft het dus de volle aandacht. Ik zal in de brief maar ook in de kabinetsbrede aanpak van discriminatie ervoor zorgen dat deze aspecten, en dus de aangifteafhandeling, want het gaat uiteindelijk om de correcte aangifteafhandeling, worden meegenomen.",3
3,"Ik vind dit een goede vraag van mevrouw Teunissen en neem die ook graag mee in de kabinetsbrede aanpak. We kijken dus ook waar we internationaal de verbinding kunnen zoeken. Want zoals zij terecht stelt, is dit geen Nederlands probleem; het is iets wat breder speelt in Europa. Ik wil er dus graag naar kijken.","Sender: Van Weel, message:Zeker. Zoals ik het heb gezegd, is in mijn beleving de werkelijkheid. Dus die voorrang, die prioriteit wordt eraan gegeven, zowel door politie als door OM. Zoals ik al zei, geldt er ook een strafverzwaring voor dit soort vergrijpen. In die zin heeft het dus de volle aandacht. Ik zal in de brief maar ook in de kabinetsbrede aanpak van discriminatie ervoor zorgen dat deze aspecten, en dus de aangifteafhandeling, want het gaat uiteindelijk om de correcte aangifteafhandeling, worden meegenomen., Sender: Teunissen, message: We maken ons ernstig zorgen over het groeiende antisemitisme in Nederland en in Europa. Wat we gisteren hebben gezien, dat er vlaggen worden afgepakt van vreedzame demonstranten, dat er wordt geflyerd met Hamasgoedkeuringen, is verwerpelijk. Het is heel goed dat de minister zegt dat er een brede aanpak moet komen van Jodenhaat in Nederland. Dat is goed nieuws; het is goed dat hij daarop inzet. Ik heb een vraag over het groeiende antisemitisme als een bredere ontwikkeling in Europa. We zien bijvoorbeeld in Oostenrijk en Hongarije voorbeelden van ook radicaal-rechts antisemitisme. Mijn vraag is welke mogelijkheden de minister ziet in Europa om daar harder tegen op te treden.",12
12,"We maken ons heel specifiek ook zorgen over wat we zien bij extreemrechtse partijen en de dubbele gezichten: aan de ene kant zien we het optreden tegen Jodenhaat, maar aan de andere kant zien we ook dat er in Oostenrijk naziliederen door FPÖ-aanhangers worden gezongen. Dit is een heel snelle en groeiende ontwikkeling. Mijn vraag is echt om hier specifiek op in te gaan. Hoe gaat het kabinet om met dat dubbele gezicht?","Sender: Teunissen, message: We maken ons ernstig zorgen over het groeiende antisemitisme in Nederland en in Europa. Wat we gisteren hebben gezien, dat er vlaggen worden afgepakt van vreedzame demonstranten, dat er wordt geflyerd met Hamasgoedkeuringen, is verwerpelijk. Het is heel goed dat de minister zegt dat er een brede aanpak moet komen van Jodenhaat in Nederland. Dat is goed nieuws; het is goed dat hij daarop inzet. Ik heb een vraag over het groeiende antisemitisme als een bredere ontwikkeling in Europa. We zien bijvoorbeeld in Oostenrijk en Hongarije voorbeelden van ook radicaal-rechts antisemitisme. Mijn vraag is welke mogelijkheden de minister ziet in Europa om daar harder tegen op te treden., Sender: Van Weel, message: Ik vind dit een goede vraag van mevrouw Teunissen en neem die ook graag mee in de kabinetsbrede aanpak. We kijken dus ook waar we internationaal de verbinding kunnen zoeken. Want zoals zij terecht stelt, is dit geen Nederlands probleem; het is iets wat breder speelt in Europa. Ik wil er dus graag naar kijken.",3
3,"Het gaat mij hier om het bestrijden van antisemitisme, uit welke hoek dat ook komt. Het is even verwerpelijk, of het nou komt uit rechts-extremistische hoek of uit andere kringen. In alle gevallen moeten we ertegen optreden.","Sender: Van Weel, message: Ik vind dit een goede vraag van mevrouw Teunissen en neem die ook graag mee in de kabinetsbrede aanpak. We kijken dus ook waar we internationaal de verbinding kunnen zoeken. Want zoals zij terecht stelt, is dit geen Nederlands probleem; het is iets wat breder speelt in Europa. Ik wil er dus graag naar kijken., Sender: Teunissen, message: We maken ons heel specifiek ook zorgen over wat we zien bij extreemrechtse partijen en de dubbele gezichten: aan de ene kant zien we het optreden tegen Jodenhaat, maar aan de andere kant zien we ook dat er in Oostenrijk naziliederen door FPÖ-aanhangers worden gezongen. Dit is een heel snelle en groeiende ontwikkeling. Mijn vraag is echt om hier specifiek op in te gaan. Hoe gaat het kabinet om met dat dubbele gezicht?",12
13,"Wat er gisteren gebeurde, dat mensen worden belaagd en lastiggevallen als ze de afschuwelijke gebeurtenissen van 7 oktober aan het herdenken zijn, is natuurlijk verschrikkelijk. Ik roep iedereen die wil demonstreren op om dat niet op zo'n dag, op zo'n moment, op zo'n plek te doen. Nog geen halfjaar geleden hebben wij hier een heel goed debat gehad over antisemitisme. Het kabinet komt met een plan en een brief. Ik wacht daarop. Samen met de ChristenUnie en de SGP hebben we ook een initiatief genomen om basisschoolleerlingen zo veel mogelijk naar het Holocaustmuseum te kunnen laten gaan. Maar ik heb ook een vraag aan dit kabinet. Want afgelopen weekend was er ook een partleider die zei dat mensen die naar demonstraties gaan, bedoeld of onbedoeld de terreur van Hamas legitimeren.","Sender: Teunissen, message: We maken ons heel specifiek ook zorgen over wat we zien bij extreemrechtse partijen en de dubbele gezichten: aan de ene kant zien we het optreden tegen Jodenhaat, maar aan de andere kant zien we ook dat er in Oostenrijk naziliederen door FPÖ-aanhangers worden gezongen. Dit is een heel snelle en groeiende ontwikkeling. Mijn vraag is echt om hier specifiek op in te gaan. Hoe gaat het kabinet om met dat dubbele gezicht?, Sender: Van Weel ,message: Het gaat mij hier om het bestrijden van antisemitisme, uit welke hoek dat ook komt. Het is even verwerpelijk, of het nou komt uit rechts-extremistische hoek of uit andere kringen. In alle gevallen moeten we ertegen optreden.",3
1,U bent bijna door … U bent door uw tijd heen.,"Sender: Van Weel, message:  Het gaat mij hier om het bestrijden van antisemitisme, uit welke hoek dat ook komt. Het is even verwerpelijk, of het nou komt uit rechts-extremistische hoek of uit andere kringen. In alle gevallen moeten we ertegen optreden., Sender: Dijk, message: Wat er gisteren gebeurde, dat mensen worden belaagd en lastiggevallen als ze de afschuwelijke gebeurtenissen van 7 oktober aan het herdenken zijn, is natuurlijk verschrikkelijk. Ik roep iedereen die wil demonstreren op om dat niet op zo'n dag, op zo'n moment, op zo'n plek te doen. Nog geen halfjaar geleden hebben wij hier een heel goed debat gehad over antisemitisme. Het kabinet komt met een plan en een brief. Ik wacht daarop. Samen met de ChristenUnie en de SGP hebben we ook een initiatief genomen om basisschoolleerlingen zo veel mogelijk naar het Holocaustmuseum te kunnen laten gaan. Maar ik heb ook een vraag aan dit kabinet. Want afgelopen weekend was er ook een partleider die zei dat mensen die naar demonstraties gaan, bedoeld of onbedoeld de terreur van Hamas legitimeren.",13
13,"Ja, dat kan, maar ik heb wel een vraag. Ik ben bij die demonstraties geweest het afgelopen jaar, op meerdere plekken. Daar zag ik jonge mensen die zich heel druk maken over menselijk leed.","Sender: Dijk, message: Wat er gisteren gebeurde, dat mensen worden belaagd en lastiggevallen als ze de afschuwelijke gebeurtenissen van 7 oktober aan het herdenken zijn, is natuurlijk verschrikkelijk. Ik roep iedereen die wil demonstreren op om dat niet op zo'n dag, op zo'n moment, op zo'n plek te doen. Nog geen halfjaar geleden hebben wij hier een heel goed debat gehad over antisemitisme. Het kabinet komt met een plan en een brief. Ik wacht daarop. Samen met de ChristenUnie en de SGP hebben we ook een initiatief genomen om basisschoolleerlingen zo veel mogelijk naar het Holocaustmuseum te kunnen laten gaan. Maar ik heb ook een vraag aan dit kabinet. Want afgelopen weekend was er ook een partleider die zei dat mensen die naar demonstraties gaan, bedoeld of onbedoeld de terreur van Hamas legitimeren., Sender: voorzitter, message: U bent bijna door … U bent door uw tijd heen.",3
1,"U heeft maar 30 seconden, hè? Dat weet u.","Sender: voorzitter, message: U bent bijna door … U bent door uw tijd heen., Sender: Dijk, message: Ja, dat kan, maar ik heb wel een vraag. Ik ben bij die demonstraties geweest het afgelopen jaar, op meerdere plekken. Daar zag ik jonge mensen die zich heel druk maken over menselijk leed.",13
13,"Ik wil van dit kabinet weten wat voor boodschap dit kabinet heeft aan die jonge mensen die geen onrust zaaien, die geen verdeeldheid zaaien, maar die hun menselijkheid laten spreken en die nu worden weggezet alsof ze Hamas steunen.","Sender: Dijk, message: Ja, dat kan, maar ik heb wel een vraag. Ik ben bij die demonstraties geweest het afgelopen jaar, op meerdere plekken. Daar zag ik jonge mensen die zich heel druk maken over menselijk leed., Sender: voorzitter, message: U heeft maar 30 seconden, hè? Dat weet u.",3
1,Dank u wel.,"Sender: voorzitter, message: U heeft maar 30 seconden, hè? Dat weet u., Sender: Dijk, message: Ik wil van dit kabinet weten wat voor boodschap dit kabinet heeft aan die jonge mensen die geen onrust zaaien, die geen verdeeldheid zaaien, maar die hun menselijkheid laten spreken en die nu worden weggezet alsof ze Hamas steunen.",13
13,Ik wil van dit kabinet horen dat dat ook verwerpelijk is.,"Sender: Dijk, message: Ik wil van dit kabinet weten wat voor boodschap dit kabinet heeft aan die jonge mensen die geen onrust zaaien, die geen verdeeldheid zaaien, maar die hun menselijkheid laten spreken en die nu worden weggezet alsof ze Hamas steunen., Sender: voorzitter, message: Dank u wel.",3
3,"Ik heb u al verteld hoe ik aankijk tegen demonstraties. Ik vind het demonstratierecht een heel groot goed. Als minister van Justitie meng ik me niet in de inhoud; daar ga ik helemaal niet over. Ik verwacht wel van mensen dat demonstraties gewoon plaatsvinden binnen de wet en dat ze niet leiden tot wanordelijkheden. Daar gaat het mij om. U hoort mij dus niet over vreedzame demonstranten die dat binnen de wet doen, die aan de burgemeester toestemming hebben gevraagd voor hun demonstratie, ongeacht de inhoud. Het gaat mij er juist om dat we met z'n allen optreden tegen de uitwassen, de ordeverstorende elementen, de wanordelijkheden, het gebruik van geweld, vernieling. Dat is waar dit kabinet voor staat.","Sender: voorzitter, message: Dank u wel., Sender: Dijk, message: Ik wil van dit kabinet horen dat dat ook verwerpelijk is.",13
14,"De minister geeft terecht aan: ik kan niet in mijn eentje opstaan tegen polarisatie. Ik hoorde in het betoog van collega Boswijk en van collega Bikker een zoektocht om de stille meerderheid vast te houden die wel op zoek is naar verbinding binnen een normerend kader. Er zijn in de samenleving initiatieven die zich ook veel richten op jonge mensen, zoals Standing Together en Bekend maakt Bemind in Amsterdam. Ik heb net gehoord dat de kabinetsbrede aanpak in een brief tot ons zal komen. Mijn vraag aan de minister is of daarin ook aandacht wordt besteed aan het betrekken van juist jongvolwassenen en ouderen in die zoektocht naar verbinding, bijvoorbeeld via het uitbreiden van de initiatieven die ik net noemde.","Sender: Dijk, message: Ik wil van dit kabinet horen dat dat ook verwerpelijk is., Sender: Van Weel, message: Ik heb u al verteld hoe ik aankijk tegen demonstraties. Ik vind het demonstratierecht een heel groot goed. Als minister van Justitie meng ik me niet in de inhoud; daar ga ik helemaal niet over. Ik verwacht wel van mensen dat demonstraties gewoon plaatsvinden binnen de wet en dat ze niet leiden tot wanordelijkheden. Daar gaat het mij om. U hoort mij dus niet over vreedzame demonstranten die dat binnen de wet doen, die aan de burgemeester toestemming hebben gevraagd voor hun demonstratie, ongeacht de inhoud. Het gaat mij er juist om dat we met z'n allen optreden tegen de uitwassen, de ordeverstorende elementen, de wanordelijkheden, het gebruik van geweld, vernieling. Dat is waar dit kabinet voor staat.",3
3,"Ik ken de initiatieven die mevrouw Koekkoek noemt niet, maar natuurlijk gaat het hier ook om verbinding. Natuurlijk gaat het hier ook om jongeren en het samenbrengen van generaties. Ik kijk dus naar de initiatieven en ik zal dit betrekken bij de brief.","Sender: Van Weel, message: Ik heb u al verteld hoe ik aankijk tegen demonstraties. Ik vind het demonstratierecht een heel groot goed. Als minister van Justitie meng ik me niet in de inhoud; daar ga ik helemaal niet over. Ik verwacht wel van mensen dat demonstraties gewoon plaatsvinden binnen de wet en dat ze niet leiden tot wanordelijkheden. Daar gaat het mij om. U hoort mij dus niet over vreedzame demonstranten die dat binnen de wet doen, die aan de burgemeester toestemming hebben gevraagd voor hun demonstratie, ongeacht de inhoud. Het gaat mij er juist om dat we met z'n allen optreden tegen de uitwassen, de ordeverstorende elementen, de wanordelijkheden, het gebruik van geweld, vernieling. Dat is waar dit kabinet voor staat., Sender: Koekkoek, message: De minister geeft terecht aan: ik kan niet in mijn eentje opstaan tegen polarisatie. Ik hoorde in het betoog van collega Boswijk en van collega Bikker een zoektocht om de stille meerderheid vast te houden die wel op zoek is naar verbinding binnen een normerend kader. Er zijn in de samenleving initiatieven die zich ook veel richten op jonge mensen, zoals Standing Together en Bekend maakt Bemind in Amsterdam. Ik heb net gehoord dat de kabinetsbrede aanpak in een brief tot ons zal komen. Mijn vraag aan de minister is of daarin ook aandacht wordt besteed aan het betrekken van juist jongvolwassenen en ouderen in die zoektocht naar verbinding, bijvoorbeeld via het uitbreiden van de initiatieven die ik net noemde.",14
14,"Nog een korte doorvraag. Ik ben natuurlijk blij dat de minister hier positief tegenover staat. Ik denk dat met het bestaan van dit soort initiatieven in de samenleving ook al een signaal wordt gegeven naar dit kabinet dat dit eigenlijk de manier is waarop de stille meerderheid het gesprek over verbinding wil voeren. Wij hoeven als overheid niet zozeer met hele nieuwe ideeën te komen op dit punt, maar moeten vooral kijken hoe je dit faciliteert. Ik wil niet afdoen aan de kabinetsbrieven, maar ik zou het erg waarderen als er in detail ook wordt ingegaan op de vraag hoe je dit juist stimuleert vanuit de samenleving in plaats van dat wij als overheid met nieuwe maatregelen komen.","Sender: Koekkoek, message: De minister geeft terecht aan: ik kan niet in mijn eentje opstaan tegen polarisatie. Ik hoorde in het betoog van collega Boswijk en van collega Bikker een zoektocht om de stille meerderheid vast te houden die wel op zoek is naar verbinding binnen een normerend kader. Er zijn in de samenleving initiatieven die zich ook veel richten op jonge mensen, zoals Standing Together en Bekend maakt Bemind in Amsterdam. Ik heb net gehoord dat de kabinetsbrede aanpak in een brief tot ons zal komen. Mijn vraag aan de minister is of daarin ook aandacht wordt besteed aan het betrekken van juist jongvolwassenen en ouderen in die zoektocht naar verbinding, bijvoorbeeld via het uitbreiden van de initiatieven die ik net noemde., Sender: Van Weel, message: Ik ken de initiatieven die mevrouw Koekkoek noemt niet, maar natuurlijk gaat het hier ook om verbinding. Natuurlijk gaat het hier ook om jongeren en het samenbrengen van generaties. Ik kijk dus naar de initiatieven en ik zal dit betrekken bij de brief.",3
3,Ik denk dat het samen kan gaan. Er zullen ook landelijke initiatieven komen en die zullen ook in deze strategie staan. Tegelijkertijd gaan we zeker faciliteren wat er op lokaal niveau gebeurt en waarvan we denken dat het bijdraagt aan de dialoog en het tegengaan van antisemitisme.,"Sender: Van Weel, message: Ik ken de initiatieven die mevrouw Koekkoek noemt niet, maar natuurlijk gaat het hier ook om verbinding. Natuurlijk gaat het hier ook om jongeren en het samenbrengen van generaties. Ik kijk dus naar de initiatieven en ik zal dit betrekken bij de brief., Sender: Koekkoek, message: Nog een korte doorvraag. Ik ben natuurlijk blij dat de minister hier positief tegenover staat. Ik denk dat met het bestaan van dit soort initiatieven in de samenleving ook al een signaal wordt gegeven naar dit kabinet dat dit eigenlijk de manier is waarop de stille meerderheid het gesprek over verbinding wil voeren. Wij hoeven als overheid niet zozeer met hele nieuwe ideeën te komen op dit punt, maar moeten vooral kijken hoe je dit faciliteert. Ik wil niet afdoen aan de kabinetsbrieven, maar ik zou het erg waarderen als er in detail ook wordt ingegaan op de vraag hoe je dit juist stimuleert vanuit de samenleving in plaats van dat wij als overheid met nieuwe maatregelen komen.",14
15,"Discriminatie is verwerpelijk en antisemitisme is walgelijk. Dat moeten we ook keihard bestrijden wat ons betreft. Tegelijkertijd zien we dat mensen, Nederlanders die kritiek uiten op de staat Israël, weggezet worden als antisemieten. Deelt de minister met mij dat het wegzetten van die mensen als antisemieten niet hoort?","Sender: Koekkoek, message: Nog een korte doorvraag. Ik ben natuurlijk blij dat de minister hier positief tegenover staat. Ik denk dat met het bestaan van dit soort initiatieven in de samenleving ook al een signaal wordt gegeven naar dit kabinet dat dit eigenlijk de manier is waarop de stille meerderheid het gesprek over verbinding wil voeren. Wij hoeven als overheid niet zozeer met hele nieuwe ideeën te komen op dit punt, maar moeten vooral kijken hoe je dit faciliteert. Ik wil niet afdoen aan de kabinetsbrieven, maar ik zou het erg waarderen als er in detail ook wordt ingegaan op de vraag hoe je dit juist stimuleert vanuit de samenleving in plaats van dat wij als overheid met nieuwe maatregelen komen., Sender: Van Weel, message: Ik denk dat het samen kan gaan. Er zullen ook landelijke initiatieven komen en die zullen ook in deze strategie staan. Tegelijkertijd gaan we zeker faciliteren wat er op lokaal niveau gebeurt en waarvan we denken dat het bijdraagt aan de dialoog en het tegengaan van antisemitisme.",3
